address,bookmarks,dislikes,food_type,likes,name,number_of_reviews,price_range
"Shop No.213 & 221, Cityplaza, Phase 2, 18 Taikoo Shing Road,",116,0,Western,22,Godiva Chocolatier,(29 Reviews),$51-100
"Shop L301, 3/F, AEON, Kornhill Plaza South, 1-2 Kornhill Road,",405,2,Japanese,8,Cow Bean by Pokka Café,(23 Reviews),$101-200
"G/F, Han Kung Mansion, 26 Tai Koo Shing Road,",358,4,International,12,Wheatfield X Borsch & Noodles Wheatfield X 羅宋湯專門店,(27 Reviews),$51-100
"Shop G512-513, Taikoo Shing On Shing Terrace Shun On Mansion, 3 Tai Yue Avenue,",923,3,Vietnamese,18,Nha Trang Vietnamese Cuisine 芽莊越式料理,(43 Reviews),$101-200
"Shop 312, 3/F, Cityplaza, 18 Taikoo Shing Road,",917,3,Jiang-Zhe,7,Jardin De Jade 蘇浙滙,(18 Reviews),$201-400
"Shop 201, 2/F, Cityplaza II, 18 Taikoo Shing Road,",1296,10,Beijing,21,Peking Garden Restaurant 北京樓,(61 Reviews),$201-400
"1/F, Phase 3, Cityplaza, 18 Taikoo Shing Road,",945,2,Guangdong,4,Jade Garden 翠園,(19 Reviews),$101-200
"Shop T3, 3/F, Kornhill Plaza North, 1-2 Kornhill Road,",755,6,Guangdong,9,Victoria Harbour Supreme 海港薈,(30 Reviews),$101-200
"Shop 309, 3/F, Phase 1, Cityplaza, 18 Taikoo Shing Road,",312,5,Italian,45,Pizza Hut 必勝客,(91 Reviews),$101-200
"Treats, Shop 255, 2/F, Cityplaza, 18 Taikoo Shing Road,",522,4,Vietnamese,10,Minh & Kok,(21 Reviews),$101-200
"Sop 130, 1/F, Cityplaza, 18 Taikoo Shing Road,",390,3,Western,13,M&S Café,(34 Reviews),$101-200
"Shop 308 & 315, 3/F, Cityplaza, 18 Taikoo Shing Road,",369,0,French,7,Passion by Gérard Dubois,(11 Reviews),$51-100
"G/F, 33 Queen's Road West,",2777,11,Chiu Chow,31,Shung Hing Chiu Chow Restaurant 尚興潮州飯店,(65 Reviews),$101-200
"Shop G1015, Yiu Sing Mansion, Stage 10, Taikoo Shing,",1312,9,Japanese,37,Naha 那霸沖繩料理,(68 Reviews),$201-400
"Shop D, G/F, Block B, Austin Mansion, 15 Austin Avenue,",9386,9,Japanese,257,Samurai Ramen 武士拉麵,(323 Reviews),$51-100
"3/F, 168 Sai Yeung Choi Street South,",23034,61,Japanese,406,Banmoto Japanese All You Can Eat Restaurant 番本日式放題,(621 Reviews),$201-400
"Shop 303, 3/F, One Pacific Centre, 414 Kwun Tong Road,",10153,38,American,291,Manhattan Grill & Bar,(393 Reviews),$201-400
"Shop 1, 2/F, 8 Observatory Road,",16613,9,Guangdong,252,The Drunken Pot 酒鍋,(308 Reviews),$201-400
"G/F, Wing On House, 34 Shiu Wo Street,",7952,12,Italian,269,Vision 8,(330 Reviews),$201-400
"Shop D, 15-17 Pine Tree Hill Road,",9157,14,Western,275,Let's Jam 一起果醬,(328 Reviews),$101-200
"Shop D, G/F, Always Centre, 468 Jaffe Road,",10283,5,Japanese,247,豊勝手丼,(277 Reviews),$101-200
"Shop A, G/F, 51 Wellington Street,",12413,30,Japanese,338,S2 Kitchen,(413 Reviews),$201-400
"Level L, Cordis, Hong Kong at Langham Place, 555 Shanghai Street,",43087,67,International,210,The Place,(422 Reviews),$401-800
"9/F, Chong Hing Square, 593-601 Nathan Road,",18219,58,Korean,304,Korean House 韓舍,(455 Reviews),$101-200
"2/F, Hotel ICON, 17 Science Museum Road,",29437,32,International,279,The Market,(412 Reviews),$401-800
"5/F, Grand Place, 560 Nathan Road,",14234,27,International,376,EAT ME Bar & Restaurant,(497 Reviews),$101-200
"G/F, Block B, Manhattan Plaza, 23 Sai Ching Street,",4791,7,Italian,247,Forever 友緣西餐,(274 Reviews),$101-200
"25/F, QRE Plaza, 202 Queen Road East,",9537,13,Spanish,318,Espuma,(385 Reviews),$101-200
"Unit 3A, 55 Tai Tsun Street,",10646,46,Italian,493,Golden Captain Restaurant 金船長餐廳,(662 Reviews),$101-200
"G/F, Kin Wong Manison,117 Sai Yee Street,",9723,7,Korean,223,OPPA Korean Restaurant OPPA韓國燒肉店,(265 Reviews),$101-200
"Flat 02, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road,",19989,25,Taiwan,265,Cheng Banzhang Taiwan Delicacy 程班長台灣美食,(430 Reviews),$51-100
"G/F, Circle Tower, 28 Tang Lung Street,",10038,27,Japanese,307,Ramen Bari-Uma 霸嗎拉麵,(437 Reviews),$51-100
"2 Mei Lun Street,",38286,76,Hong Kong Style,929,Sing Heung Yuen 勝香園,(1309 Reviews),Below $50
"Room 1203, 12/F, Bartlock Centre, 3 Yiu Wa Street,",3896,7,Japanese,326,Love Cafe 心之食堂,(363 Reviews),$201-400
"G/F, 24 Sai Yee Street,",14323,14,Western,270,Amico 1890,(367 Reviews),$101-200
"10/F, CTMA Centre, 1 Sai Yeung Choi Street,",6721,13,Japanese,402,DaBen Ei Japanese Restaurant 大本瀛日式放題,(448 Reviews),$201-400
"Shop B, G/F,  6 Hillwood Road,",7244,4,Japanese,284,KEBABEER 串酒里,(311 Reviews),$101-200
"Shop B, G/F, Po Wing Building, 6-16 Shell Street, Fortress Hill,",6549,7,Italian,312,16 Shell,(347 Reviews),$101-200
"Shop 207, L2, Mira Place One, 132 Nathan Road,",7979,10,American,279,Burgeroom,(331 Reviews),$51-100
"M/F, Shop 1B & 2B, Tsim Sha Tsui Mansion, 36-50 Lock Road,",6639,6,Western,302,Candies Foodies,(341 Reviews),$101-200
"G/F, 17-19 D'Aguilar Street, Lan Kwai Fong,",5894,2,Thai,304,Grill ขุนทอง,(326 Reviews),Below $50
"Shop 3, G/F, Harmony Garden, 28 Luen Yan St,",12011,32,Hong Kong Style,294,Meat Pie Gor 肉餅哥小炒料理,(405 Reviews),Below $50
"Shop OT215K, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",17511,13,Western,219,Lady M,(338 Reviews),$51-100
"Shop A, G/F, Lisa House, 12-14A Yim Po Fong Street,",21661,15,Guangdong,254,Lo Dim 老點點心竹筒飯,(376 Reviews),$51-100
"3/F, The Wave, 4 Hing Yip Street,",4799,11,International,270,Running Chicken Live 米走雞Live,(353 Reviews),$101-200
"Shop 12-14, 1/F, Sing Win Factory Building, 15-17 Shing Yip Street,",5765,20,Hong Kong Style,281,How Awesome 巧得鍋,(346 Reviews),$201-400
"Shop L, 4/F, Phase 3, Kwun Tong Industrial Centre, 436-484 Kwun Tong Road,",5306,24,Guangdong,319,榮哥廚房私房菜,(400 Reviews),$201-400
"4/F, The Wave, 4 Hing Yip Street,",14756,7,American,263,The Stadium,(350 Reviews),$101-200
"Shop M, G/F, COS Centre, 56 Tsun Yip Street,",6575,38,Western,291,LM Cafe,(393 Reviews),$51-100
"Flat F, 12/F, King Win Factory Building, 65-67 King Yip Street,",8861,18,Guangdong,231,Imperial 御膳,(294 Reviews),$201-400
"Shop 1, 1/F, Kwun Tong View, 410 Kwun Tong Rd,",11421,8,Korean,217,Aidan Korean Dessert Cafe 小火焰韓式咖啡餐廳,(252 Reviews),$101-200
"Shop 303, 3/F, One Pacific Centre, 414 Kwun Tong Road,",10153,27,American,227,Manhattan Grill & Bar,(350 Reviews),$201-400
"Flat U, 5/F, Block 3, Camel Paint Buildings, 60 Hoi Yuen Street,",7632,29,Japanese,210,Tenohira Sushi 掌壽司,(315 Reviews),$201-400
"Room B3 ,1/F, Good Year Industrial Building, 119-121 How Ming Street,",6946,6,Italian,216,Deer Kitchen,(245 Reviews),$101-200
"Shop A, 6/F, Block 1, Camel Paint Building, 62 Hoi Yuen Road,",16214,8,Hong Kong Style,218,I's Land Cafe,(249 Reviews),$101-200
"8/F, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong,",23983,5,Japanese,207,Gozen EDO Japanese Restaurant 御前大江戶日式料理,(245 Reviews),$201-400
"Room 6, 13/F, Crown Industrial Building, 106 How Ming Street,",5641,7,International,205,K2 Kitchen,(245 Reviews),$101-200
"6/F, Crocodile Center, 79 Hoi Yuen Road,",2803,12,Guangdong,123,The Graces Restaurant 玉桃軒酒家,(242 Reviews),$101-200
"Shop 201, Crown Industrial Building, 106 How Ming Street,",8607,5,International,173,i kitchen,(201 Reviews),$101-200
"Shop D, G/F, Man Hoo Court, 448-452A Nathan Road,",11901,23,Western,343,Plato,(402 Reviews),$101-200
"2/F, 483-485 Nathan Road,",16982,11,Western,295,Plato Cafe & Bistro,(349 Reviews),$101-200
"G/F, 72 Portland Street,",8677,11,Hong Kong Style,198,村爺爺龍蝦湯.泡飯.燉湯專家,(247 Reviews),Below $50
"Shop 6, G/F, Winfield Building, 847-965 Canton Road,",3560,1,Indian,133,Salaam Namaste Curry House 沙拉姆咖喱屋,(151 Reviews),$51-100
"G/F, 14 Hamilton Street,",3179,7,Hong Kong Style,117,村爺爺車仔麵,(153 Reviews),Below $50
"G/F, Yun Kai Building, 466-472 Nathan Road,",9206,61,Japanese,356,Yokozuna 橫綱,(612 Reviews),$51-100
"2/F & 3/F, Kowloon Building, 555 Nathan Road,",8659,4,Sichuan,26,Haidilao Hot Pot 海底撈火鍋,(61 Reviews),$201-400
"G/F, Man Yiu Building, 34 Man Yuen Street,",1390,0,Guangdong,82,私房御約,(84 Reviews),$101-200
"G/F, 37 Portland Street,",4562,25,Hong Kong Style,133,Sun Sin 新仙清湯腩咖哩專門店,(198 Reviews),Below $50
"Shop A, G/F, 1 Temple Street,",1956,1,Hong Kong Style,70,Durian King 榴蓮王,(76 Reviews),Below $50
"Shop B, G/F, Grand Place, 560 Nathan Road,",3925,15,Western,64,am.pm,(155 Reviews),Below $50
"Shop B, 1/F, Jolly Garden, 151 Reclamation Street,",2065,0,Western,66,Red Idea Cafe 紅煮意,(78 Reviews),$51-100
"22/F, Grand Place, 560 Nathan Road,",1743,1,Hong Kong Style,63,Lazy Pot 吞POT 雞煲火鍋.住家菜,(70 Reviews),$101-200
"G/F, 39-41 Portland Street,",2600,2,Hong Kong Style,75,Calf Bone King 小肥牛蒸氣石鍋火鍋專門店,(105 Reviews),$101-200
"Shop 2, G/F, Shatin Park Stage 1, 8-12 Sha Kok Street,",8355,12,Italian,360,M3 Italian,(406 Reviews),$101-200
"1/F, 302 Shanghai Street, Yau Ma Tei,",6637,0,Western,29,Mum's not home 媽不在家,(48 Reviews),Below $50
"No.3-5, Wo Che Estate Market,",14006,39,Guangdong,236,Chan Kun Kee 陳根記,(424 Reviews),$51-100
"Shop 35, G/F, Garden Rivera, 20-30 Tai Chung Kiu Road,",2835,0,Japanese,100,Waki Shokudo 和氣食堂,(110 Reviews),$51-100
"Shop 39, Riverside Garden, 20 Tai Chung Bridge Road,",1367,8,Hong Kong Style,149,叉燒大王,(190 Reviews),$51-100
"4/F, Hyatt Regency Hong Kong Sha Tin, 18 Chak Cheung Street,",6100,16,Guangdong,156,Sha Tin 18 沙田18,(229 Reviews),$201-400
"3/F, Royal Park Hotel, 8 Pak Hok Ting Street,",19418,57,International,160,2+2 Café,(334 Reviews),$201-400
"Shop L8F, G/F, Shatin Lucky Plaza, 1-15 Wang Pok Street,",1252,8,Hong Kong Style,104,Heart's Dessert 甜入心,(139 Reviews),Below $50
"Shop 27-28, G/F, Garden Rivera, 20-30 Tai Chung Kiu Road,",5244,10,Taiwan,103,Jiufen Shifen 九份•十分,(148 Reviews),$101-200
"Shop 408 & 410, 4/F, New Town Plaza Phase 1, 18 Sha Tin Centre Street,",9318,9,French,54,Fauchon Paris Le Café,(100 Reviews),$101-200
"Shop A305, 3/F, New Town Plaza Phase 3, 18 Sha Tin Centre Street,",6003,21,Western,76,Rosie's Cafe by cafe company,(189 Reviews),$101-200
"Shop G6, G/F, Hong Kong Heritage Museum, 1 Man Lam Road,",4297,5,Western,64,The Alchemist Mail Café 牧羊少年咖啡．慢遞館,(112 Reviews),$101-200
"Shop 129, L1, New Town Plaza Phase 1, 18 Sha Tin Centre Street,",2845,13,Western,74,Simplylife Bakery Cafe,(154 Reviews),$101-200
"Shop 5, Lek Yuen Estate Market,",8111,6,Guangdong,116,Shing Kee Noodles 盛記盆菜&盛記麵家,(166 Reviews),$101-200
"Shop G93B, G/F, City One Plaza,",1393,12,Western,84,La Kaffa,(128 Reviews),$51-100
"L6, Grand Central Plaza, 138 Sha Tin Rural Committee Road,",2614,29,Western,454,IKEA Restaurant & Café 宜家家居餐廳及咖啡室,(679 Reviews),$51-100
"G/F, 16 Upper Station Street,",2578,1,Western,7,3rd Space,(13 Reviews),$101-200
"G/F, 53 Sai Street,",2114,2,International,11,A Side / B Side,(16 Reviews),$401-800
"G/F, 1 Jervois Street,",859,0,Western,9,Supafood,(11 Reviews),$51-100
"9/F, The Pemberton, 22-26 Bonham Strand,",2108,2,Italian,28,Club Chow,(40 Reviews),$201-400
"G/F., 88 Jervois Street,",2272,9,Hong Kong Style,19,Souper Authentic 球哥燉湯,(45 Reviews),Below $50
"G/F, Block 1, Term Centre, 237 Queen's Road Central,",228,0,Taiwan,13,South Taiwan Comfort 五斗米,(13 Reviews),$51-100
"Shop B, G/F, Hing Yip Commerical Centre, 272-284 Des Voeux Road Central,",563,1,Hong Kong Style,16,Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,(30 Reviews),Below $50
"Shop 3, G/F, 159  Hollywood Road,",1656,0,Japanese,8,UMI on Hollywood Road 海,(13 Reviews),Above $801
"22 Possession Street,",1789,1,Western,24,The Lot on Possession,(30 Reviews),$101-200
"Ground Floor, 15 Wing Wo Street,",2038,7,Western,16,Jenny Bakery,(40 Reviews),$51-100
"Shop 103-105, 1/F, Infinitus Plaza, 199 Des Voeux Road Central,",1082,12,Japanese,31,Suzuki Cafe Company 鈴木珈啡館,(88 Reviews),$51-100
"2/F, Infinitus Plaza, 199 Des Voeux Road Central,",581,0,Guangdong,6,Star Of Canton 利寶閣,(12 Reviews),$101-200
"G/F, 105 Jervois Street,",998,1,Japanese,9,Sushi Masa 鮨政,(15 Reviews),$101-200
"Room 203, 2/F, Cheung's Building, 1-3 Wing Lok Street,",851,1,Western,11,Triple King Cafe,(17 Reviews),$51-100
"G/F, Grand Millennium Plaza, 181 Queen's Road,,",1592,8,Italian,30,Gaia Ristorante,(55 Reviews),$201-400
"G/F, 82-84 Sai Wan Ho Street,",159,0,Guangdong,3,Tsui Woo Seafood Restaurant 翠湖海鮮酒家,(7 Reviews),Below $50
"Shop C7-C8, Cooked Food Centre, G/F, Sai Wan Ho Municipal Services Building, 12 Tai On Street,",136,4,Hong Kong Style,16,亮記海鮮飯店,(33 Reviews),$51-100
"Shop 9B, G/F., Tai On Building, 57-87 Shau Kei Wan Road,",57,0,Hong Kong Style,4,Tong Kee Bao Dim 唐記包點,(8 Reviews),Below $50
"G/F, Lai Wan Building, 39 Shau Kei Wan Road,",836,3,Hong Kong Style,22,Hop Sze Restaurant 合時小廚,(30 Reviews),$101-200
"Shop A35A, G/F, Tai On Building 57-87 Sau Kei Wan Road,",119,1,Hong Kong Style,2,太安樓炸物店,(5 Reviews),Below $50
"G/F, 218 Shau Kei Wan Road,",53,1,Hong Kong Style,5,Yuet Restaurant 粵品茶餐室,(9 Reviews),Below $50
"Shop 7, G/F, Sai Wan Ho Plaza, 68 Shau Kei Wan Road,",38,0,Hong Kong Style,2,興記雲吞麵,(4 Reviews),Below $50
"Shop A2-9, G/F, Tai On Building, 57-87 Sau Kei Wan Road,",16,0,Hong Kong Style,1,特色雜錦炒麵,(2 Reviews),Below $50
"G/F, 60 Lai Chi Kok Road,",7629,15,Shandong,85,Ah Chun Shandong Dumpling 阿純山東餃子,(146 Reviews),$51-100
"G/F, 94 Shau Kei Wan Road,",161,2,Hong Kong Style,2,忠記咖啡屋,(14 Reviews),Below $50
"2/F, Hing Tung Shopping Centre, Hing Tung Estate,",62,3,Guangdong,2,Golden Harbour Seafood Restaurant 金港海鮮酒家,(10 Reviews),$101-200
"Shop A71A, G/F, Tai On Building, 57-87 Shau Kei Wan Road,",59,4,Taiwan,2,日船章魚小丸子,(10 Reviews),Below $50
"ShopA3-3,G/F,Tai On Building, 57-87 Shau Kei Wan Road,",58,1,Hong Kong Style,5,四季滋潤糖水,(9 Reviews),Below $50
"Shop B, G/F, 5 Shing On Street,",87,1,Hong Kong Style,5,飄香清湯腩,(13 Reviews),Below $50
筲箕灣道57-87號太安樓地下,65,3,Hong Kong Style,1,東輝粥麵餐廳,(19 Reviews),Below $50
"Shop27, Tai On Building, 57-87 Sau Kei Wan Road,",42,0,Hong Kong Style,1,魚肉粉腸麵,(4 Reviews),Below $50
"G/F, No. 259, Queen's Road East,,",3076,26,Shandong,108,北方餃子源,(185 Reviews),Below $50
"Shop B, G/F, 401-403 Lockhart Road,",1784,0,Shandong,32,Northern Dumpling Yuan 北方餃子源,(46 Reviews),Below $50
"G/F, 81C Un Chau Street,",2997,12,Shandong,82,山東餃子館,(150 Reviews),Below $50
"3/F, 58 Chun Yip Street,",1294,1,Shandong,11,Kong Fu Zi 孔夫子,(19 Reviews),$201-400
"G/F, 1 Water Street,",1169,1,Shandong,24,Northern Dumpling Yuan 北方餃子源,(35 Reviews),Below $50
"G/F., 17 Burd Street,",2062,4,Shandong,25,Ho Hak Shan Tung 好客山東,(47 Reviews),Below $50
"G/F, 418 Queen's Road West, Sai Ying Pun,",1361,2,Shandong,16,Home Town Dumpling 京香餃,(24 Reviews),Below $50
"Shop A1, G/F, Tai Wai Building, 101 Ivy Street,",1300,2,Shandong,9,Shan Dong Little Restaurant 山東小館,(16 Reviews),Below $50
"Shop E, 40-42 Tonkin Street,",862,4,Shandong,53,山東餃子館,(77 Reviews),Below $50
"Shop B, G/F,  Yau Hing Building, 2-4 Luen Shing Street, Luen Wo Hui,",475,1,Shandong,9,Shangdong Dumpling House 山東餃子店,(13 Reviews),Below $50
"Shop A, G/F, 42 Shau Kei Wan Main Street East,",208,1,Shandong,6,北方餃子源,(14 Reviews),Below $50
"G/F, 224C Fa Yuen Street,",496,5,Shandong,7,山東餃子館,(29 Reviews),Below $50
"Shop A, G/F, Raymond Court, 16 Kin Wah Street,",370,3,Shandong,8,Northern Dumpling Yuan 北方餃子源,(13 Reviews),Below $50
"G/F, 134 Portland Street,",210,1,Shandong,2,北方餃子源,(6 Reviews),Below $50
"Shop 201 & 301, Kornhill Apartment, 2 Kornhill Road,",277,1,Guangdong,4,ClubONE Kornhill in Vogue 會所1號 時尚康山,(6 Reviews),$101-200
"Sop 130, 1/F, Cityplaza, 18 Taikoo Shing Road,",62,2,Western,6,Marks & Spencer - Food Department Marks & Spencer - 食品部,(13 Reviews),$51-100
"Shop G402-03, Yuan Kung Mansion, 20 Tai Koo Shing Road,",749,5,Korean,16,Myung Ga Korean Restaurant 名家韓國餐廳,(38 Reviews),$201-400
"B/F, Cityplaza, 18 Taikoo Shing Road,",213,1,Japanese,10,Yokohama Men-taisho 橫濱麵大將,(18 Reviews),Below $50
"Shop No.123, 1/F, City Plaza 2, 18 Taikoo Shing Road,",362,14,International,19,Kam's Cafe,(52 Reviews),$51-100
"Shop 142, 1/F, Cityplaza, 18 Taikoo Shing Road,",175,2,British,5,Oliver's Super Sandwiches,(13 Reviews),$51-100
"G/F, 510-511 Po on Mansion, Taikoo Shing,",828,20,Shanghai,51,Grand Cuisine Shanghai Kitchen 君頤上海小廚,(117 Reviews),$101-200
"Shop 1004B, G/F, Tai Koo Shing,,",782,12,Japanese,41,Yataiya 狸屋台屋,(66 Reviews),$101-200
"Shop 14, Tai Koo MTR Station,",49,0,Western,10,Lucullus Gourmet Shop 龍島美食店,(12 Reviews),$51-100
"Basement 1/f., Food Plaza, Apita,Cityplaza, Phase 2, 18 Taikoo Shing Road,",230,5,Japanese,21,Cafe Restaurant Kobe Kitanozaka 神戶北之板,(40 Reviews),$51-100
"Shop A1&A2, G/F, 2-8 Hong On Street,",56,0,American,4,Pacific Coffee Company 太平洋咖啡,(8 Reviews),Below $50
"Shop 404, G/F, Ming Kung Mansion, 22 Tai Koo Shing Road,",167,2,Western,16,Yo Mama - Frozen Yogurt,(25 Reviews),Below $50
"Treats, Shop 255, 2/F, Cityplaza, 18 Taikoo Shing Road,",170,0,Western,3,Bake It Up!,(3 Reviews),$51-100
"Shop G505 & G508, G/F, Ning On Mansion, 28 Taikoo Shing Road,",197,0,Italian,2,The Coffee Academics,(8 Reviews),$51-100
"G/F, AEON, Kornhill Plaza South, 1-2 Kornhill Road,",169,4,Japanese,4,Teppanyaki by Shaburi 鐵板燒紗舞縭,(13 Reviews),$101-200
"Flat 02, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road,",19989,25,Taiwan,265,Cheng Banzhang Taiwan Delicacy 程班長台灣美食,(430 Reviews),$51-100
"Shop A, 10/F, D2 Place One, 9 Cheung Yee Street,",6615,1,International,137,Greater China Club 大公館,(171 Reviews),$201-400
"Shop 1A, G/F., Elite Industrial Centre, 883 Cheung Sha Wan Road,",4241,3,Italian,128,Pizza Piazza,(147 Reviews),$101-200
"Shop G01, G/F, D2 Place One, 9 Cheung Yee Street,",8301,12,Spanish,93,Rustico,(138 Reviews),$101-200
"Shop G03, G/F, D2 Place One, 9 Cheung Yee Street,",8115,12,Western,86,Little Break Coffee & Kitchen,(148 Reviews),$101-200
"Flat 12, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road,",4099,11,Western,124,The Americano,(176 Reviews),$101-200
"Shop 2, G/F, D2 Place One, 9 Cheung Yee Street,",6039,20,Japanese,85,UMAI 鵜舞,(155 Reviews),$101-200
"Shop 301, 3/F, D2 Place One, 9 Cheung Yee Street,",3619,6,Japanese,75,Sushi Geikan 鮨芸館,(117 Reviews),$101-200
"Room 101, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Rd,",3552,2,Mexican,82,Picoso,(100 Reviews),$51-100
"1/F, D2 Place TWO, 15 Cheung Shun Street,",5405,8,Western,39,Mr. Tree 大樹先生的家,(87 Reviews),$101-200
"Shop 110-111, 1/F, D2 Place TWO, 15 Cheung Shun Street,",970,2,Western,69,KOOL  酷廚,(93 Reviews),$51-100
"15C, Hang Cheong Factory Building, 1 Wing Ming Street,",2368,0,British,45,Number Fifteen,(54 Reviews),$201-400
"Shop 7-8, 2/F, Pacifica Mall, 9 Shamshing Road,",423,2,Japanese,53,Sapporo Ramen En 元札幌拉麵,(59 Reviews),$51-100
"G/F, Fast Industrial Building, 658 Castle Peak Rd,",1666,5,Hong Kong Style,52,Swiss Cafe 瑞士咖啡室,(101 Reviews),Below $50
"Shop 304, 3/F, D2 Place One, 9 Cheung Yee Street,",902,5,International,46,Griddle Top 板上,(71 Reviews),$51-100
海寧街1-5號,126,2,Japanese,6,爐爸打,(13 Reviews),Below $50
"Shop G12C2, G/F, Tai On Building Shopping Centre, 57-87 Shau Kei Wan Road,",90,0,Hong Kong Style,3,中興美食,(3 Reviews),Below $50
"1/F, Lei Wan Builing, No. 33-35 Shau Kei Wan Road,",215,6,Guangdong,10,Hoi Po Seafood Restaurant 海寶漁港,(37 Reviews),$101-200
"G/F, 132 Shau Kei Wan Road,",44,0,Hong Kong Style,2,Yu Mai 魚米,(4 Reviews),Below $50
"Shop D, G/F,192-198 Shau Kei Wan Road,",55,1,Hong Kong Style,3,祥榮小館,(8 Reviews),Below $50
"Shop 16A, G/F, Tai On Building, 57-87 Sau Kei Wan Road,",68,1,Hong Kong Style,6,金樺餅店,(11 Reviews),Below $50
"Shop GB18-20, 45 Tai Hong Street, Site B, Soho East, Lei King Wan,",399,4,Japanese,17,Ajijiman Japanese Restaurant 味自慢,(33 Reviews),$201-400
"Shop 2, Cooked Food Centre, G/F, Sai Wan Ho Municipal Services Building, 12 Tai On Street,",55,0,Hong Kong Style,3,Lee Hing 利興,(8 Reviews),$51-100
"G/F, Shing On Street,",106,0,Hong Kong Style,6,泰安茶餐廳,(7 Reviews),Below $50
"Shop G, G/F, Hing Cheong Building, 7 Tai Cheong Street,",55,0,Hong Kong Style,3,太田茶餐廳,(9 Reviews),Below $50
"Shop GD23-26, G/F, 25 Tai On Street, Site D, Soho East, Lei King Wan,",40,0,Hong Kong Style,10,Fairwood 大快活,(18 Reviews),Below $50
"GA 26-31, 55 Tai Hon Street, Site A, Soho East, Lei King Wan,",100,0,Italian,3,COMO Italian Restaurant & Bar,(6 Reviews),$201-400
"G/F, Tai On Building, 57-87 Shau Kei Wan Road,",74,0,Hong Kong Style,5,呀伯魚蛋,(6 Reviews),Below $50
"Shop1, G/F, 1-3 Shing On Street,",16,0,Hong Kong Style,2,Bao Dim Superman 包點超人,(3 Reviews),Below $50
"G/F, 214A Shau Kei Wan Road,",179,1,Guangdong,9,Se Wong Fook 蛇王福,(14 Reviews),Below $50
"Shop A, 6/F, Block 1, Camel Paint Building, 62 Hoi Yuen Road,",16214,5,Hong Kong Style,75,I's Land Cafe,(101 Reviews),$101-200
"Shop L, 4/F, Phase 3, Kwun Tong Industrial Centre, 436-484 Kwun Tong Road,",5306,2,Guangdong,55,榮哥廚房私房菜,(85 Reviews),$201-400
